features,dataset,query,ref,corr,fa,miss,p_fa,p_miss,mtwv
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_achter,4,1,25,3,0.018477457501847747,0.75,0.18562029950700287
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_beetje,6,6,45,0,0.03338278931750742,0,0.8836867043170288
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_beide,4,2,65,2,0.04807692307692308,0.5,0.33248897160187485
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_berre,5,5,34,0,0.025203854707190512,0,0.912183988670753
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_binnen,5,2,60,3,0.04437869822485207,0.6,0.24537443532480752
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_boeten,4,4,32,0,0.023703703703703703,0,0.9174108588875614
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_boven,4,0,18,4,0.013293943870014771,1,-0.04631914994996911
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_dikke,6,6,80,0,0.05934718100890208,0,0.7932208076747179
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_dizze,5,5,126,0,0.09340252038547071,0,0.6745641933092614
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_eerst,4,2,11,2,0.008136094674556213,0.5,0.4716519798095481
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_gingen,7,2,14,5,0.010355029585798817,0.7142857142857143,0.24963498729007416
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_groot,3,1,35,2,0.025868440502586843,0.6666666666666667,0.24320175264313737
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_haren,7,0,12,7,0.008862629246676515,1,-0.03087943329997933
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_hondje,11,8,18,3,0.01337295690936107,0.2727272727272727,0.6806782777688208
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_konden,7,1,36,6,0.026607538802660754,0.8571428571428572,0.050150374147226895
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_laangs,4,2,58,2,0.042899408284023666,0.5,0.3505286208139806
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_lekker,6,6,96,0,0.0712166172106825,0,0.7518649692096615
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_lutje,6,6,44,0,0.032640949554896145,0,0.8862714442210948
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_mannen,4,3,113,1,0.08364174685418209,0.25,0.4585729673227583
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_moane,4,3,4,1,0.0029607698001480384,0.25,0.7396839988432835
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_muskes,7,7,46,0,0.03414996288047513,0,0.8810136956411833
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_onder,8,0,17,8,0.012555391432791729,1,-0.04374586384163748
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_popkes,5,5,105,0,0.07783543365455893,0,0.7288034944243844
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_staine,6,6,116,0,0.08605341246290801,0,0.700170171128341
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_tegen,4,3,130,1,0.09622501850481126,0.25,0.4147299624067131
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_tussen,4,4,88,0,0.06518518518518518,0,0.7728798619407938
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_vroug,6,5,22,1,0.01630837657524092,0.16666666666666663,0.7765112083555854
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_warren,6,2,65,4,0.04807692307692308,0.6666666666666667,0.1658223049352081
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_werden,4,2,22,2,0.016272189349112426,0.5,0.4433039596190961
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_wezen,8,7,65,1,0.04825538233110616,0.125,0.7068671786234111
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_widde,7,7,68,0,0.050482553823311065,0,0.8241072022521839
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,ED_zitten,6,2,40,4,0.029585798816568046,0.6666666666666667,0.23024962354987166
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_aaltied,5,4,76,1,0.056296296296296296,0.19999999999999996,0.6038507898579584
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_achteraan,2,2,22,0,0.016272189349112426,0,0.9433039596190961
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_ales,8,8,246,0,0.1827637444279346,0,0.3632091901132787
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_gelukkeg,2,2,2,0,0.0014792899408284023,0,0.9948458145108269
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_grode,7,7,34,0,0.025241276911655532,0,0.912053601126092
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_haile,8,7,6,1,0.004454342984409799,0.125,0.8594800472575457
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_hailmoal,3,1,5,2,0.003695491500369549,0.6666666666666667,0.3204573932347339
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_handen,5,4,1,1,7.407407407407407e-4,0.19999999999999996,0.7974190893402363
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_heurde,4,2,25,2,0.01849112426035503,0.5,0.43557268138533645
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_kertonnen,4,4,103,0,0.07629629629629629,0,0.7341662020443382
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_kregen,5,4,27,1,0.02,0.19999999999999996,0.73031541218638
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_laange,5,5,0,0,0,0,1
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_loater,3,2,21,1,0.015532544378698224,0.33333333333333337,0.6125477190303492
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_mensen,6,6,2,0,0.001483679525222552,0,0.9948305201918679
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_siepeltjes,2,2,2,0,0.0014792899408284023,0,0.9948458145108269
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_soavends,4,3,12,1,0.008882309400444115,0.25,0.7190519965298505
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_speulen,3,3,13,0,0.009622501850481125,0,0.9664729962406713
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_swaart,4,4,173,0,0.12814814814814815,0,0.5535024558608788
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_swieniegel,4,4,0,0,0,0,1
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,GD_waarme,3,3,43,0,0.03182827535159141,0,0.8891029875652975
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,HS_bloumbollen,4,4,17,0,0.012592592592592593,0,0.9561245187840169
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,HS_dorp,4,4,29,0,0.02148148148148148,0,0.9251535908668526
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,HS_grond,9,2,1,7,7.396449704142012e-4,0.7777777777777778,0.2196451294776357
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,HS_haard,5,1,2,4,0.0014781966001478197,0.8,0.19484962396056016
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,HS_hebben,4,1,1,3,7.390983000739098e-4,0.75,0.2474248119802801
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,HS_inains,4,1,1,3,7.390983000739098e-4,0.75,0.2474248119802801
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,HS_mooie,9,7,6,2,0.004454342984409799,0.2222222222222222,0.7622578250353235
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,HS_waren,12,1,2,11,0.0014781966001478197,0.9166666666666666,0.07818295729389357
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,HS_wichtje,3,3,27,0,0.01998519615099926,0,0.9303669921921636
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,HS_wollen,9,5,53,4,0.039288361749444035,0.4444444444444444,0.41866589083643535
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,OV_blieven,4,4,55,0,0.040740740740740744,0,0.8580499137129961
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,OV_gain,8,5,9,3,0.006671608598962194,0.375,0.6017545852363758
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,OV_kieken,9,9,23,0,0.017100371747211896,0,0.9404183821667933
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,OV_kiender,3,2,9,1,0.006656804733727811,0.33333333333333337,0.6434728319653877
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,OV_leven,4,3,10,1,0.007401924500370096,0.25,0.7242099971082088
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,OV_plan,5,2,7,3,0.005177514792899409,0.6,0.38196035078789425
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,OV_tied,4,4,18,0,0.013333333333333334,0,0.9535436081242533
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,OV_verschillend,3,3,2,0,0.0014803849000740192,0,0.9948419994216418
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,OV_wotter,4,4,21,0,0.015555555555555555,0,0.9458008761449621
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_benaneschil,4,4,6,0,0.0044444444444444444,0,0.9845145360414178
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_gruinteboer,6,6,1,0,7.41839762611276e-4,0,0.997415260095934
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_mout,4,1,5,3,0.003695491500369549,0.75,0.23712405990140062
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_poddemonnee,2,2,86,0,0.06360946745562131,0,0.7783700239655574
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_schoelplein,7,7,9,0,0.0066815144766146995,0,0.9767200708863185
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_slingers,3,3,1,0,7.401924500370096e-4,0,0.9974209997108209
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_stee,3,3,58,0,0.04293116210214656,0,0.8504179832276105
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_stoan,12,9,7,3,0.0052044609665427505,0.25,0.7318664641377197
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_teveurschien,2,2,10,0,0.0073964497041420114,0,0.9742290725541346
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_tou,12,11,71,1,0.05286671630677588,0.08333333333333337,0.7324668999218035
wav2vec2-large-xlsr-53_transformer-L11,gos-kdl,RB_vlogen,4,3,17,1,0.012583271650629163,0.25,0.7061569950839548
20210225-Large-0FT_transformer-L11,gup-wat,balanda,42,42,13,0,0.00684931506849315,0,0.9761354151323219
20210225-Large-0FT_transformer-L11,gup-wat,balandaken,8,8,17,0,0.008799171842650104,0,0.9693416668521858
20210225-Large-0FT_transformer-L11,gup-wat,bedberre,29,26,289,3,0.1509926854754441,0.10344827586206895,0.37045857162653606
20210225-Large-0FT_transformer-L11,gup-wat,bininj,29,27,140,2,0.07318348144276006,0.06896551724137934,0.6760464458033982
20210225-Large-0FT_transformer-L11,gup-wat,bonj,13,6,19,7,0.00982419855222337,0.5384615384615384,0.4273087002029191
20210225-Large-0FT_transformer-L11,gup-wat,djang,14,13,75,1,0.038920601971977165,0.0714285714285714,0.7929631232776687
20210225-Large-0FT_transformer-L11,gup-wat,kabirrimarnbun,17,10,13,7,0.006735751295336788,0.4117647058823529,0.564766391486117
20210225-Large-0FT_transformer-L11,gup-wat,kabirriyime,16,16,131,0,0.06808731808731809,0,0.76276816518752
20210225-Large-0FT_transformer-L11,gup-wat,kabulwarnamyo,14,14,7,0,0.0036344755970924196,0,0.9873366533048977
20210225-Large-0FT_transformer-L11,gup-wat,kahdi,11,7,162,4,0.08380755302638386,0.36363636363636365,0.344358896948053
20210225-Large-0FT_transformer-L11,gup-wat,kamak,10,10,272,0,0.14093264248704662,0,0.5089583449402939
20210225-Large-0FT_transformer-L11,gup-wat,kayime,49,48,472,1,0.24947145877378435,0.020408163265306145,0.11037604793901012
20210225-Large-0FT_transformer-L11,gup-wat,kobahkohbanj,11,7,3,4,0.0015519917227108122,0.36363636363636365,0.6309561411892737
20210225-Large-0FT_transformer-L11,gup-wat,konhda,157,97,66,60,0.03581117742810635,0.3821656050955414,0.4930600379945582
20210225-Large-0FT_transformer-L11,gup-wat,kore,79,55,119,24,0.06312997347480107,0.30379746835443033,0.47624322263175567
20210225-Large-0FT_transformer-L11,gup-wat,korroko,16,10,97,6,0.050259067357512954,0.375,0.4498858803647371
20210225-Large-0FT_transformer-L11,gup-wat,kukku,24,18,46,6,0.023933402705515087,0.25,0.6666105348744401
20210225-Large-0FT_transformer-L11,gup-wat,kumekke,31,23,86,8,0.044861763171622326,0.25806451612903225,0.5856268101106306
20210225-Large-0FT_transformer-L11,gup-wat,kunak,13,11,156,2,0.08087091757387248,0.15384615384615385,0.5643810182916188
20210225-Large-0FT_transformer-L11,gup-wat,kundulk,11,6,17,5,0.008790072388831437,0.4545454545454546,0.5148279168911654
20210225-Large-0FT_transformer-L11,gup-wat,kunmayali,14,14,10,0,0.005192107995846314,0,0.9819095047212825
20210225-Large-0FT_transformer-L11,gup-wat,kunrurrk,15,14,119,1,0.06178608515057113,0.06666666666666665,0.7180564395165943
20210225-Large-0FT_transformer-L11,gup-wat,kunwardde,5,4,74,1,0.038223140495867766,0.19999999999999996,0.6668218104801683
20210225-Large-0FT_transformer-L11,gup-wat,kunwok,10,9,55,1,0.02848265147591921,0.09999999999999998,0.8007599086030787
20210225-Large-0FT_transformer-L11,gup-wat,mahne,57,47,122,10,0.06444796619123085,0.17543859649122806,0.6000099055356698
20210225-Large-0FT_transformer-L11,gup-wat,manekke,19,12,154,7,0.07987551867219916,0.368421052631579,0.3532743176148554
20210225-Large-0FT_transformer-L11,gup-wat,mani,11,9,163,2,0.08441222164681512,0.18181818181818177,0.5240702745873058
20210225-Large-0FT_transformer-L11,gup-wat,manme,19,19,48,0,0.024986985944820406,0,0.9129396091865236
20210225-Large-0FT_transformer-L11,gup-wat,manu,61,40,113,21,0.05947368421052632,0.34426229508196726,0.44851774641963615
20210225-Large-0FT_transformer-L11,gup-wat,marrek,11,11,398,0,0.20632452047693106,0,0.2811180417361122
20210225-Large-0FT_transformer-L11,gup-wat,menekke,38,27,122,11,0.06377417668583377,0.2894736842105263,0.48832245501420846
20210225-Large-0FT_transformer-L11,gup-wat,minj,25,12,306,13,0.15871369294605808,0.52,-0.07299491366617583
20210225-Large-0FT_transformer-L11,gup-wat,mudika,19,17,56,2,0.029121164846593862,0.10526315789473684,0.7932720236558943
20210225-Large-0FT_transformer-L11,gup-wat,nahne,27,21,204,6,0.10630536737884315,0.2222222222222222,0.4073854923692709
20210225-Large-0FT_transformer-L11,gup-wat,namekke,12,4,41,8,0.021177685950413222,0.6666666666666667,0.2595454175182914
20210225-Large-0FT_transformer-L11,gup-wat,nawu,62,36,90,26,0.04726890756302521,0.4193548387096774,0.4159494442938466
20210225-Large-0FT_transformer-L11,gup-wat,nemekke,36,25,84,11,0.04386422976501306,0.3055555555555556,0.5416114058976014
20210225-Large-0FT_transformer-L11,gup-wat,ngad,82,18,62,64,0.03225806451612903,0.7804878048780488,0.1071176986483704
20210225-Large-0FT_transformer-L11,gup-wat,ngadberre,56,54,38,2,0.02014846235418876,0.0357142857142857,0.89408384957422
20210225-Large-0FT_transformer-L11,gup-wat,ngarrimarnbun,13,13,90,0,0.0467047223663726,0,0.8372700336474881
20210225-Large-0FT_transformer-L11,gup-wat,ngong,11,3,10,8,0.005162622612287042,0.7272727272727273,0.2547395112885479
20210225-Large-0FT_transformer-L11,gup-wat,ngurrurdu,5,4,20,1,0.010330578512396695,0.19999999999999996,0.7640058947243699
20210225-Large-0FT_transformer-L11,gup-wat,njalehnjale,17,14,109,3,0.05659397715472482,0.17647058823529416,0.6263430132266843
20210225-Large-0FT_transformer-L11,gup-wat,njamed,40,40,274,0,0.14421052631578948,0,0.49753744576494996
20210225-Large-0FT_transformer-L11,gup-wat,norne,17,17,13,0,0.006760270410816433,0,0.9764456671456823
20210225-Large-0FT_transformer-L11,gup-wat,nuye,11,9,136,2,0.07042982910409114,0.18181818181818177,0.5727881376367036
20210225-Large-0FT_transformer-L11,gup-wat,school,24,20,22,4,0.011458333333333333,0.16666666666666663,0.7934098715651136
20210225-Large-0FT_transformer-L11,gup-wat,wanjh,81,39,291,42,0.15307732772225144,0.5185185185185186,-0.05187504281529498
20210225-Large-0FT_transformer-L11,gup-wat,wurdurd,40,28,14,12,0.007322175732217573,0.30000000000000004,0.6744878601100763
20210225-Large-0FT_transformer-L11,gup-wat,yiman,73,46,280,27,0.14783526927138332,0.36986301369863017,0.11504499612677577
bnf,gup-wat,balanda,42,12,17,30,0.008817427385892116,0.7142857142857143,0.25499234606616483
bnf,gup-wat,balandaken,8,4,2,4,0.0010330578512396695,0.5,0.4964005894724369
bnf,gup-wat,bedberre,29,19,215,10,0.11192087454450807,0.3448275862068966,0.265214413274407
bnf,gup-wat,bininj,29,26,344,3,0.17972831765935215,0.10344827586206895,0.2703370374115647
bnf,gup-wat,bonj,13,10,100,3,0.05181347150259067,0.23076923076923073,0.5887007489882302
bnf,gup-wat,djang,14,6,8,8,0.004136504653567736,0.5714285714285714,0.4141588974827791
bnf,gup-wat,kabirrimarnbun,17,6,4,11,0.002068252326783868,0.6470588235294117,0.34573491092626363
bnf,gup-wat,kabirriyime,16,12,22,4,0.011410788381742738,0.25,0.7102421957494907
bnf,gup-wat,kabulwarnamyo,14,13,0,1,0,0.0714285714285714,0.9285714285714286
bnf,gup-wat,kahdi,11,5,188,6,0.09715762273901808,0.5454545454545454,0.11602600986947076
bnf,gup-wat,kamak,10,8,66,2,0.034161490683229816,0.19999999999999996,0.6809735301320154
bnf,gup-wat,kayime,49,13,84,36,0.043591074208614425,0.7346938775510203,0.1134248205199686
bnf,gup-wat,kobahkohbanj,11,1,0,10,0,0.9090909090909091,0.09090909090909094
bnf,gup-wat,konhda,157,37,10,120,0.005254860746190226,0.7643312101910829,0.21735964955310527
bnf,gup-wat,kore,79,71,528,8,0.2825040128410915,0.10126582278481011,-0.08557460731106481
bnf,gup-wat,korroko,16,4,34,12,0.01756198347107438,0.75,0.18881002103142863
bnf,gup-wat,kukku,24,0,0,24,0,1,0
bnf,gup-wat,kumekke,31,30,447,1,0.23403141361256544,0.032258064516129004,0.15232280583234825
bnf,gup-wat,kunak,13,11,114,2,0.05909797822706065,0.15384615384615385,0.6402429334852954
bnf,gup-wat,kundulk,11,2,1,9,5.159958720330237e-4,0.8181818181818181,0.1800203338353743
bnf,gup-wat,kunmayali,14,10,4,4,0.002072538860103627,0.2857142857142857,0.7070645134760127
bnf,gup-wat,kunrurrk,15,1,2,14,0.0010314595152140279,0.9333333333333333,0.06307282510846035
bnf,gup-wat,kunwardde,5,4,317,1,0.1637396694214876,0.19999999999999996,0.22949343138126133
bnf,gup-wat,kunwok,10,6,32,4,0.016546018614270942,0.4,0.5423498756454022
bnf,gup-wat,mahne,57,43,200,14,0.10542962572482868,0.24561403508771928,0.3870449643133347
bnf,gup-wat,manekke,19,15,203,4,0.10545454545454545,0.21052631578947367,0.4220458575568933
bnf,gup-wat,mani,11,4,84,7,0.04338842975206612,0.6363636363636364,0.21246112147871676
bnf,gup-wat,manme,19,17,53,2,0.027561102444097763,0.10526315789473684,0.7987076389299677
bnf,gup-wat,manu,61,48,348,13,0.1839323467230444,0.21311475409836067,0.14602275755227923
bnf,gup-wat,marrek,11,11,142,0,0.0736132711249352,0,0.7435144772023315
bnf,gup-wat,menekke,38,20,77,18,0.04010416666666667,0.4736842105263158,0.3865836732849147
bnf,gup-wat,minj,25,0,0,25,0,1,0
bnf,gup-wat,mudika,19,18,81,1,0.04214360041623309,0.052631578947368474,0.800530449853276
bnf,gup-wat,nahne,27,10,89,17,0.0461139896373057,0.6296296296296297,0.20969865235451057
bnf,gup-wat,namekke,12,3,5,9,0.002581311306143521,0.75,0.24100611928063753
bnf,gup-wat,nawu,62,1,0,61,0,0.9838709677419355,0.016129032258064502
bnf,gup-wat,nemekke,36,18,142,18,0.07388137356919876,0.5,0.24258034678631502
bnf,gup-wat,ngad,82,25,173,57,0.09033942558746737,0.6951219512195121,-0.009885232988605441
bnf,gup-wat,ngadberre,56,27,24,29,0.012545739675901725,0.5178571428571428,0.4384306222362476
bnf,gup-wat,ngarrimarnbun,13,10,28,3,0.014507772020725389,0.23076923076923073,0.7186823635628583
bnf,gup-wat,ngong,11,1,0,10,0,0.9090909090909091,0.09090909090909094
bnf,gup-wat,ngurrurdu,5,0,0,5,0,1,0
bnf,gup-wat,njalehnjale,17,5,11,12,0.005684754521963824,0.7058823529411764,0.27431065827459045
bnf,gup-wat,njamed,40,39,228,1,0.11993687532877433,0.025000000000000022,0.5571124139530411
bnf,gup-wat,norne,17,15,130,2,0.06753246753246753,0.11764705882352944,0.6470543329746365
bnf,gup-wat,nuye,11,1,54,10,0.02784940691077875,0.9090909090909091,-0.006124631162478966
bnf,gup-wat,school,24,1,0,23,0,0.9583333333333334,0.04166666666666663
bnf,gup-wat,wanjh,81,73,556,8,0.2978039635779325,0.09876543209876543,-0.13638275465829297
bnf,gup-wat,wurdurd,40,12,69,28,0.03578838174273859,0.7,0.17530506848703886
bnf,gup-wat,yiman,73,14,27,59,0.014018691588785047,0.8082191780821918,0.14293648466527076
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,balanda,42,41,73,1,0.038441284886782515,0.023809523809523836,0.8422522215724071
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,balandaken,8,8,38,0,0.019668737060041408,0,0.9314696082578271
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,bedberre,29,25,98,4,0.05117493472584857,0.13793103448275867,0.6837637538792578
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,bininj,29,26,188,3,0.09822361546499478,0.10344827586206895,0.554318116275847
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,bonj,13,13,431,0,0.22366372599896212,0,0.2207042722451933
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,djang,14,14,84,0,0.04361370716510903,0,0.8480398396587725
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kabirrimarnbun,17,9,19,8,0.00983946141895391,0.47058823529411764,0.4951288240414913
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kabirriyime,16,16,59,0,0.030665280665280667,0,0.8931551278325471
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kabulwarnamyo,14,14,0,0,0,0,1
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kahdi,11,9,352,2,0.18228896944588296,0.18181818181818177,0.18304523324152133
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kamak,10,10,212,0,0.10984455958549223,0,0.6172763570858172
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kayime,49,29,120,20,0.06279434850863422,0.40816326530612246,0.3730468200514283
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kobahkohbanj,11,8,21,3,0.010869565217391304,0.2727272727272727,0.6894006686783686
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,konhda,157,75,64,82,0.03431635388739947,0.5222929936305732,0.35814095757393927
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kore,79,21,21,58,0.010943199583116207,0.7341772151898734,0.22769416719454494
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,korroko,16,6,10,10,0.005170630816959669,0.625,0.35698433613918823
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kukku,24,4,0,20,0,0.8333333333333334,0.16666666666666663
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kumekke,31,20,160,11,0.08333333333333333,0.3548387096774194,0.35480884109916366
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kunak,13,13,451,0,0.23404255319148937,0,0.1845420575001906
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kundulk,11,8,34,3,0.017598343685300208,0.2727272727272727,0.6659560609770989
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kunmayali,14,14,9,0,0.004672897196261682,0,0.9837185542491542
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kunrurrk,15,7,17,8,0.008794619762027936,0.5333333333333333,0.4360241940119449
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kunwardde,5,5,28,0,0.014470284237726097,0,0.9495822103674066
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,kunwok,10,8,19,2,0.009834368530020704,0.19999999999999996,0.7657348041289136
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,mahne,57,44,226,13,0.11919831223628692,0.22807017543859653,0.35661556174816145
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,manekke,19,10,120,9,0.06217616580310881,0.4736842105263158,0.3096797651826373
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,mani,11,8,192,3,0.09937888198757763,0.2727272727272727,0.3810139058385903
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,manme,19,15,8,4,0.004155844155844156,0.21052631578947367,0.7749937698596443
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,manu,61,28,7,33,0.0036610878661087866,0.540983606557377,0.4462603234976612
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,marrek,11,11,494,0,0.2560912389839295,0,0.1077193784362801
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,menekke,38,30,188,8,0.09842931937172775,0.21052631578947367,0.44652335675082544
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,minj,25,0,2,25,0.0010309278350515464,1,-0.0035919890625577544
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,mudika,19,17,82,2,0.042641705668226726,0.10526315789473684,0.7461633579472589
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,nahne,27,21,194,6,0.10109431995831163,0.2222222222222222,0.42554197694811924
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,namekke,12,5,68,7,0.0351421188630491,0.5833333333333333,0.2942234632732258
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,nawu,62,31,61,31,0.03195390256678889,0.5,0.38866527352983704
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,nemekke,36,36,264,0,0.13865546218487396,0,0.5168925634770036
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,ngad,82,15,47,67,0.024415584415584415,0.8170731707317074,0.09785733245686035
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,ngadberre,56,56,343,0,0.18205944798301485,0,0.36566312048642036
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,ngarrimarnbun,13,8,8,5,0.004140786749482402,0.3846153846153846,0.6009571644915264
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,ngong,11,1,5,10,0.0025786487880350697,0.9090909090909091,0.08192448701357524
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,ngurrurdu,5,5,28,0,0.014470284237726097,0,0.9495822103674066
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,njalehnjale,17,8,0,9,0,0.5294117647058824,0.47058823529411764
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,njamed,40,40,563,0,0.2963157894736842,0,-0.03243218260705527
wav2vec2-large-xlsr-53_transformer-L11,gup-wat,norne,17,15,10,2,0.005194805194805195,0.11764705882352944,0.864253048237868
