features,dataset,query,ref,corr,fa,miss,p_fa,p_miss,mtwv
20210225-Large-0FT_transformer-L11,gbb-pd,T41-W-1,1,1,26,0,0.027253668763102725,0,0.9050419662917126
20210225-Large-0FT_transformer-L11,gbb-pd,T41-W-2,8,7,16,1,0.016877637130801686,0.125,0.8161944406636117
20210225-Large-0FT_transformer-L11,gbb-pd,T41-W-3,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T41-W-4,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T41-W-5,2,2,37,0,0.03882476390346275,0,0.8647256165213042
20210225-Large-0FT_transformer-L11,gbb-pd,T41-W-6,3,3,54,0,0.05672268907563025,0,0.8023651396042288
20210225-Large-0FT_transformer-L11,gbb-pd,T42-W-1,1,0,2,1,0.0020942408376963353,1,-0.00729681547786587
20210225-Large-0FT_transformer-L11,gbb-pd,T42-W-2,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T42-W-3,1,1,8,0,0.008385744234800839,0,0.9707821434743731
20210225-Large-0FT_transformer-L11,gbb-pd,T42-W-4,1,1,65,0,0.06813417190775681,0,0.7626049157292818
20210225-Large-0FT_transformer-L11,gbb-pd,T42-W-5,2,2,40,0,0.04197271773347324,0,0.8537574232662748
20210225-Large-0FT_transformer-L11,gbb-pd,T42-W-6,4,4,52,0,0.054679284963196635,0,0.8094848282698084
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-1,1,1,12,0,0.012578616352201259,0,0.9561732152115597
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-10,3,3,23,0,0.02415966386554622,0,0.91582218909069
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-11,2,2,14,0,0.014690451206715634,0,0.9488150981431962
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-12,16,16,39,0,0.04153354632587859,0,0.8552875971921627
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-2,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-3,1,1,38,0,0.039832285115303984,0,0.8612151815032724
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-4,1,0,2,1,0.0020942408376963353,1,-0.00729681547786587
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-5,2,2,35,0,0.03672612801678909,0,0.8720377453579904
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-6,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-7,2,0,1,2,0.0010471204188481676,1,-0.003648407738932935
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-8,15,15,23,0,0.02446808510638298,0,0.9147475787386563
20210225-Large-0FT_transformer-L11,gbb-pd,T43-W-9,1,1,31,0,0.03249475890985325,0,0.8867808059631959
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-1,1,1,26,0,0.027253668763102725,0,0.9050419662917126
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-10,3,3,24,0,0.025210084033613446,0,0.9121622842685462
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-11,1,1,10,0,0.010482180293501049,0,0.9634776793429665
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-12,3,3,11,0,0.011554621848739496,0,0.9597410469564169
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-13,3,3,21,0,0.022058823529411766,0,0.9231419987349778
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-14,3,3,35,0,0.03676470588235294,0,0.8719033312249631
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-15,3,3,31,0,0.032563025210084036,0,0.8865429505135387
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-16,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-17,3,3,21,0,0.022058823529411766,0,0.9231419987349778
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-18,1,1,13,0,0.013626834381551363,0,0.9525209831458563
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-19,2,1,20,1,0.020964360587002098,0.5,0.4269553586859328
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-2,1,1,27,0,0.02830188679245283,0,0.9013897342260093
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-20,8,8,58,0,0.061246040126715945,0,0.7866047469276682
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-21,8,8,55,0,0.05807814149947202,0,0.7976424324314095
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-22,2,2,10,0,0.01049317943336831,0,0.9634393558165687
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-23,1,1,35,0,0.03668763102725367,0,0.8721718777003824
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-24,1,1,5,0,0.005241090146750524,0,0.9817388396714832
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-3,4,4,7,0,0.007360672975814932,0,0.9743537268824742
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-4,3,3,36,0,0.037815126050420166,0,0.8682434264028192
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-5,5,5,28,0,0.029473684210526315,0,0.8973069232220335
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-6,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-7,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-8,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T44-W-9,1,1,5,0,0.005241090146750524,0,0.9817388396714832
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-1,4,4,44,0,0.046267087276550996,0,0.8387948546898379
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-10,16,16,30,0,0.03194888178913738,0,0.8886827670708944
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-11,3,3,8,0,0.008403361344537815,0,0.9707207614228487
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-12,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-13,2,2,7,0,0.007345225603357817,0,0.9744075490715981
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-14,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-15,1,1,28,0,0.029350104821802937,0,0.897737502160306
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-16,2,2,15,0,0.015739769150052464,0,0.945159033724853
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-17,1,1,29,0,0.03039832285115304,0,0.8940852700946026
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-18,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-19,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-2,1,1,8,0,0.008385744234800839,0,0.9707821434743731
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-20,7,5,10,2,0.010526315789473684,0.2857142857142857,0.6776096154364406
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-21,15,15,36,0,0.03829787234042553,0,0.8665614275909403
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-22,1,1,9,0,0.009433962264150943,0,0.9671299114086698
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-23,2,2,32,0,0.033578174186778595,0,0.8830059386130198
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-24,3,3,4,0,0.004201680672268907,0,0.9853603807114244
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-25,3,2,79,1,0.08289611752360965,0.33333333333333337,0.3778375776175593
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-26,4,4,17,0,0.017875920084121977,0,0.9377161938574373
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-27,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-28,2,2,26,0,0.02728226652675761,0,0.9049423251230786
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-29,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-3,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-30,1,0,14,1,0.014659685863874346,1,-0.051077708345061756
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-31,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-32,2,2,8,0,0.008394543546694649,0,0.970751484653255
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-33,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-34,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-35,1,1,9,0,0.009433962264150943,0,0.9671299114086698
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-36,2,2,17,0,0.017838405036726127,0,0.9378469048881668
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-4,4,4,16,0,0.016824395373291272,0,0.9413799471599411
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-5,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-6,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-7,5,5,9,0,0.009473684210526316,0,0.9669915110356536
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-8,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T45-W-9,1,1,11,0,0.011530398322851153,0,0.959825447277263
20210225-Large-0FT_transformer-L11,gbb-pd,T46-W-1,45,44,42,1,0.04610318331503842,0.022222222222222254,0.8171437114675668
20210225-Large-0FT_transformer-L11,gbb-pd,T46-W-2,1,1,15,0,0.015723270440251572,0,0.9452165190144496
20210225-Large-0FT_transformer-L11,gbb-pd,T46-W-3,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T46-W-4,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T46-W-5,1,1,7,0,0.007337526205450734,0,0.9744343755400765
20210225-Large-0FT_transformer-L11,gbb-pd,T46-W-6,1,1,6,0,0.006289308176100629,0,0.9780866076057798
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-1,10,6,43,4,0.045310853530031614,0.4,0.4421265924138218
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-10,3,3,7,0,0.007352941176470588,0,0.9743806662449926
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-11,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-12,1,1,51,0,0.05345911949685535,0,0.8137361646491288
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-13,1,1,6,0,0.006289308176100629,0,0.9780866076057798
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-14,3,3,1,0,0.0010504201680672268,0,0.996340095177856
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-15,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-16,1,1,11,0,0.011530398322851153,0,0.959825447277263
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-17,4,3,5,1,0.005252100840336135,0.25,0.7317004758892804
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-18,1,1,23,0,0.02410901467505241,0,0.9159986624888228
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-2,1,1,16,0,0.016771488469601678,0,0.9415642869487463
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-3,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-4,1,1,10,0,0.010482180293501049,0,0.9634776793429665
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-5,2,2,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-6,1,1,20,0,0.020964360587002098,0,0.9269553586859328
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-7,1,1,20,0,0.020964360587002098,0,0.9269553586859328
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-8,4,4,5,0,0.005257623554153523,0,0.9816812334874816
20210225-Large-0FT_transformer-L11,gbb-pd,T47-W-9,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T48-W-1,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T48-W-2,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T48-W-3,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
20210225-Large-0FT_transformer-L11,gbb-pd,T48-W-4,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T48-W-5,6,5,26,1,0.02736842105263158,0.16666666666666663,0.7379754763252218
20210225-Large-0FT_transformer-L11,gbb-pd,T48-W-6,1,1,16,0,0.016771488469601678,0,0.9415642869487463
20210225-Large-0FT_transformer-L11,gbb-pd,T49-W-1,1,1,29,0,0.03039832285115304,0,0.8940852700946026
20210225-Large-0FT_transformer-L11,gbb-pd,T49-W-2,1,1,0,0,0,0,1
20210225-Large-0FT_transformer-L11,gbb-pd,T49-W-3,1,1,65,0,0.06813417190775681,0,0.7626049157292818
20210225-Large-0FT_transformer-L11,gbb-pd,T49-W-4,1,1,12,0,0.012578616352201259,0,0.9561732152115597
20210225-Large-0FT_transformer-L11,gbb-pd,T49-W-5,1,0,0,1,0,1,0
20210225-Large-0FT_transformer-L11,gbb-pd,T49-W-6,5,5,28,0,0.029473684210526315,0,0.8973069232220335
20210225-Large-0FT_transformer-L11,gbb-pd,T50-W-1,5,5,18,0,0.018947368421052633,0,0.9339830220713072
20210225-Large-0FT_transformer-L11,gbb-pd,T50-W-2,1,1,22,0,0.023060796645702306,0,0.9196508945545261
20210225-Large-0FT_transformer-L11,gbb-pd,T50-W-3,2,2,1,0,0.001049317943336831,0,0.9963439355816569
20210225-Large-0FT_transformer-L11,gbb-pd,T50-W-4,2,2,15,0,0.015739769150052464,0,0.945159033724853
20210225-Large-0FT_transformer-L11,gbb-pd,T50-W-5,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T50-W-6,1,1,17,0,0.01781970649895178,0,0.937912054883043
20210225-Large-0FT_transformer-L11,gbb-pd,T51-W-1,3,3,34,0,0.03571428571428571,0,0.8755632360471071
20210225-Large-0FT_transformer-L11,gbb-pd,T51-W-2,4,4,5,0,0.005257623554153523,0,0.9816812334874816
20210225-Large-0FT_transformer-L11,gbb-pd,T51-W-3,3,2,2,1,0.002098635886673662,0.33333333333333337,0.6593545378299803
20210225-Large-0FT_transformer-L11,gbb-pd,T51-W-4,2,1,28,1,0.029350104821802937,0.5,0.397737502160306
20210225-Large-0FT_transformer-L11,gbb-pd,T51-W-5,3,2,13,1,0.013641133263378805,0.33333333333333337,0.6191378292282059
20210225-Large-0FT_transformer-L11,gbb-pd,T51-W-6,1,1,70,0,0.07337526205450734,0,0.7443437554007649
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-1,1,1,34,0,0.03563941299790356,0,0.8758241097660858
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-10,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-11,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-12,3,3,15,0,0.015756302521008403,0,0.9451014276678413
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-2,2,2,2,0,0.002098635886673662,0,0.9926878711633137
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-3,13,13,13,0,0.013800424628450107,0,0.9519161549056762
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-4,9,9,40,0,0.042283298097251586,0,0.8526752900346298
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-5,1,1,10,0,0.010482180293501049,0,0.9634776793429665
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-6,1,1,2,0,0.0020964360587002098,0,0.9926955358685933
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-7,1,1,4,0,0.0041928721174004195,0,0.9853910717371865
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-8,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T52-W-9,1,1,6,0,0.006289308176100629,0,0.9780866076057798
20210225-Large-0FT_transformer-L11,gbb-pd,T53-W-1,11,8,45,3,0.04751847940865892,0.2727272727272727,0.5617074447166078
20210225-Large-0FT_transformer-L11,gbb-pd,T53-W-2,19,15,14,4,0.014893617021276596,0.21052631578947367,0.7375809060514475
20210225-Large-0FT_transformer-L11,gbb-pd,T53-W-3,3,3,50,0,0.052521008403361345,0,0.8170047588928044
20210225-Large-0FT_transformer-L11,gbb-pd,T53-W-4,1,1,20,0,0.020964360587002098,0,0.9269553586859328
20210225-Large-0FT_transformer-L11,gbb-pd,T53-W-5,1,1,55,0,0.057651991614255764,0,0.7991272363863153
20210225-Large-0FT_transformer-L11,gbb-pd,T54-W-1,1,1,12,0,0.012578616352201259,0,0.9561732152115597
20210225-Large-0FT_transformer-L11,gbb-pd,T54-W-2,1,1,10,0,0.010482180293501049,0,0.9634776793429665
20210225-Large-0FT_transformer-L11,gbb-pd,T54-W-3,1,1,3,0,0.0031446540880503146,0,0.98904330380289
20210225-Large-0FT_transformer-L11,gbb-pd,T54-W-4,1,1,37,0,0.03878406708595388,0,0.8648674135689758
20210225-Large-0FT_transformer-L11,gbb-pd,T54-W-5,6,6,6,0,0.006322444678609062,0,0.9779711524298356
20210225-Large-0FT_transformer-L11,gbb-pd,T54-W-6,6,5,56,1,0.05894736842105263,0.16666666666666663,0.6279471797774006
bnf,gbb-pd,T02-W-1,1,1,91,0,0.09538784067085954,0,0.6676468820209944
bnf,gbb-pd,T02-W-10,7,6,100,1,0.1053740779768177,0.1428571428571429,0.489995397640117
bnf,gbb-pd,T02-W-11,1,1,13,0,0.013626834381551363,0,0.9525209831458563
bnf,gbb-pd,T02-W-12,2,1,42,1,0.0440251572327044,0.5,0.346606253240459
bnf,gbb-pd,T02-W-13,1,0,11,1,0.011518324607329843,1,-0.04013248512826295
bnf,gbb-pd,T02-W-14,1,1,107,0,0.11215932914046121,0,0.6092111689697407
bnf,gbb-pd,T02-W-15,1,0,5,1,0.005235602094240838,1,-0.018242038694664897
bnf,gbb-pd,T02-W-16,2,2,57,0,0.05981112277019937,0,0.7916043281544416
bnf,gbb-pd,T02-W-17,1,1,30,0,0.031446540880503145,0,0.8904330380288993
bnf,gbb-pd,T02-W-18,1,1,187,0,0.1960167714884696,0,0.3170326037134721
bnf,gbb-pd,T02-W-2,26,9,33,17,0.03488372093023256,0.6538461538461539,0.2246109604324158
bnf,gbb-pd,T02-W-3,11,10,110,1,0.1164021164021164,0.09090909090909094,0.5035192339851837
bnf,gbb-pd,T02-W-4,14,11,36,3,0.038135593220338986,0.2142857142857143,0.6528411309849254
bnf,gbb-pd,T02-W-5,2,1,47,1,0.049266247379454925,0.5,0.32834509291194214
bnf,gbb-pd,T02-W-6,1,1,17,0,0.01781970649895178,0,0.937912054883043
bnf,gbb-pd,T02-W-7,40,4,39,36,0.04100946372239748,0.9,-0.042886378797643676
bnf,gbb-pd,T02-W-8,30,9,33,21,0.03488372093023256,0.7,0.1784571142785697
bnf,gbb-pd,T02-W-9,11,10,21,1,0.022222222222222223,0.09090909090909094,0.8316635892979979
bnf,gbb-pd,T03-W-1,5,5,34,0,0.035789473684210524,0,0.8753012639124693
bnf,gbb-pd,T03-W-10,1,1,38,0,0.039832285115303984,0,0.8612151815032724
bnf,gbb-pd,T03-W-11,1,1,38,0,0.039832285115303984,0,0.8612151815032724
bnf,gbb-pd,T03-W-12,1,1,36,0,0.03773584905660377,0,0.8685196456346791
bnf,gbb-pd,T03-W-17,1,0,10,1,0.010471204188481676,1,-0.036484077389329794
bnf,gbb-pd,T03-W-18,1,1,70,0,0.07337526205450734,0,0.7443437554007649
bnf,gbb-pd,T03-W-19,1,1,11,0,0.011530398322851153,0,0.959825447277263
bnf,gbb-pd,T03-W-2,2,0,28,2,0.02931937172774869,1,-0.10215541669012373
bnf,gbb-pd,T03-W-20,1,0,32,1,0.033507853403141365,1,-0.1167490476458557
bnf,gbb-pd,T03-W-25,1,0,50,1,0.05235602094240838,1,-0.18242038694664942
bnf,gbb-pd,T03-W-26,26,13,49,13,0.05201698513800425,0.5,0.3187608915675486
bnf,gbb-pd,T03-W-27,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
bnf,gbb-pd,T03-W-28,1,1,67,0,0.07023060796645703,0,0.755300451597875
bnf,gbb-pd,T03-W-3,1,1,46,0,0.04821802935010482,0,0.8319973249776456
bnf,gbb-pd,T03-W-4,1,0,14,1,0.014659685863874346,1,-0.051077708345061756
bnf,gbb-pd,T05-W-1,1,0,62,1,0.06492146596858639,1,-0.2262012798138453
bnf,gbb-pd,T05-W-2,1,1,134,0,0.14046121593291405,0,0.51060090319575
bnf,gbb-pd,T05-W-3,3,3,181,0,0.19012605042016806,0,0.33755722719195214
bnf,gbb-pd,T05-W-4,1,1,32,0,0.033542976939203356,0,0.8831285738974926
bnf,gbb-pd,T05-W-5,1,1,35,0,0.03668763102725367,0,0.8721718777003824
bnf,gbb-pd,T05-W-6,1,1,28,0,0.029350104821802937,0,0.897737502160306
bnf,gbb-pd,T14-W-1,2,0,8,2,0.008376963350785341,1,-0.029187261911463924
bnf,gbb-pd,T14-W-2,3,3,34,0,0.03571428571428571,0,0.8755632360471071
bnf,gbb-pd,T14-W-3,2,1,8,1,0.008385744234800839,0.5,0.4707821434743731
bnf,gbb-pd,T14-W-4,1,1,75,0,0.07861635220125786,0,0.7260825950722481
bnf,gbb-pd,T14-W-5,2,2,39,0,0.040923399790136414,0,0.8574134876846179
bnf,gbb-pd,T14-W-6,1,0,50,1,0.05235602094240838,1,-0.18242038694664942
bnf,gbb-pd,T15-W-10,1,1,50,0,0.05241090146750524,0,0.8173883967148321
bnf,gbb-pd,T15-W-7,1,1,1,0,0.0010482180293501049,0,0.9963477679342967
bnf,gbb-pd,T15-W-8,1,1,42,0,0.0440251572327044,0,0.846606253240459
bnf,gbb-pd,T15-W-9,2,2,125,0,0.1311647429171039,0,0.5429919477071086
bnf,gbb-pd,T16-W-1,3,3,15,0,0.015756302521008403,0,0.9451014276678413
bnf,gbb-pd,T16-W-2,1,1,36,0,0.03773584905660377,0,0.8685196456346791
bnf,gbb-pd,T16-W-3,1,1,80,0,0.08385744234800839,0,0.7078214347437313
bnf,gbb-pd,T17-W-1,1,1,65,0,0.06813417190775681,0,0.7626049157292818
bnf,gbb-pd,T17-W-10,5,4,17,1,0.017875920084121977,0.19999999999999996,0.7377161938574375
bnf,gbb-pd,T17-W-11,3,3,58,0,0.06092436974789916,0,0.7877255203156531
bnf,gbb-pd,T17-W-12,1,1,13,0,0.013626834381551363,0,0.9525209831458563
bnf,gbb-pd,T17-W-13,2,2,228,0,0.23924449108079748,0,0.16641731261776616
bnf,gbb-pd,T17-W-14,1,1,80,0,0.08385744234800839,0,0.7078214347437313
bnf,gbb-pd,T17-W-15,1,1,26,0,0.027253668763102725,0,0.9050419662917126
bnf,gbb-pd,T17-W-16,1,1,21,0,0.0220125786163522,0,0.9233031266202295
bnf,gbb-pd,T17-W-2,1,1,111,0,0.11635220125786164,0,0.5946022407069272
bnf,gbb-pd,T17-W-3,1,1,8,0,0.008385744234800839,0,0.9707821434743731
bnf,gbb-pd,T17-W-4,2,2,26,0,0.02728226652675761,0,0.9049423251230786
bnf,gbb-pd,T17-W-5,1,1,3,0,0.0031446540880503146,0,0.98904330380289
bnf,gbb-pd,T17-W-6,1,1,39,0,0.040880503144654086,0,0.85756294943756906
bnf,gbb-pd,T17-W-7,29,17,169,12,0.18017057569296374,0.4137931034482759,-0.04154871861361675
bnf,gbb-pd,T17-W-8,2,2,24,0,0.025183630640083946,0,0.9122544539597649
bnf,gbb-pd,T17-W-9,2,0,4,2,0.004188481675392671,1,-0.014593630955731962
bnf,gbb-pd,T18-W-1,11,7,121,4,0.12763713080168776,0.36363636363636365,0.1916465938822003
bnf,gbb-pd,T18-W-10,1,1,120,0,0.12578616352201258,0,0.561732152115597
bnf,gbb-pd,T18-W-11,1,1,194,0,0.20335429769392033,0,0.2914669792535486
bnf,gbb-pd,T18-W-12,1,1,67,0,0.07023060796645703,0,0.755300451597875
bnf,gbb-pd,T18-W-13,5,5,46,0,0.04842105263157895,0,0.8312899452933409
bnf,gbb-pd,T18-W-14,1,1,55,0,0.057651991614255764,0,0.7991272363863153
bnf,gbb-pd,T18-W-15,1,1,41,0,0.0429769392033543,0,0.8502584853061623
bnf,gbb-pd,T18-W-16,1,1,149,0,0.15618448637316562,0,0.4558174222101996
bnf,gbb-pd,T18-W-17,3,2,31,1,0.03252885624344176,0.33333333333333337,0.5533286696980295
bnf,gbb-pd,T18-W-18,1,1,20,0,0.020964360587002098,0,0.9269553586859328
bnf,gbb-pd,T18-W-2,1,1,82,0,0.0859538784067086,0,0.7005169706123247
bnf,gbb-pd,T18-W-3,1,1,142,0,0.1488469601677149,0,0.4813830466701231
bnf,gbb-pd,T18-W-4,2,1,14,1,0.014675052410901468,0.5,0.448868751080153
bnf,gbb-pd,T18-W-5,1,1,110,0,0.11530398322851153,0,0.5982544727726307
bnf,gbb-pd,T18-W-6,2,2,25,0,0.026232948583420776,0,0.9085983895414217
bnf,gbb-pd,T18-W-7,1,1,50,0,0.05241090146750524,0,0.8173883967148321
bnf,gbb-pd,T18-W-8,1,1,40,0,0.041928721174004195,0,0.8539107173718656
bnf,gbb-pd,T18-W-9,1,1,160,0,0.16771488469601678,0,0.41564286948746265
bnf,gbb-pd,T19-W-1,2,2,100,0,0.1049317943336831,0,0.634393558165687
bnf,gbb-pd,T19-W-2,2,2,48,0,0.05036726128016789,0,0.8245089079195297
bnf,gbb-pd,T19-W-3,7,0,13,7,0.013612565445026177,1,-0.04742930060612882
